fips,state,year,race,ent,perm,nperm,stock,invest,pop,ent_rate,perm_rate,nperm_rate,stock_rate,invest_rate,ent_rate_adj,stock_rate_adj,invest_rate_adj
41,Oregon,2005,aian,640,477,34,1245,,14528,44.0528634361234,383.132530120482,27.3092369477912,85.6965859030837,,41.1930987052783,88.1496224951323,
41,Oregon,2005,hispanic,823,587,51,1238,,144110,5.71091527305531,474.151857835218,41.1954765751212,8.59065991256679,,4.86296586273096,8.23989691371752,
42,Pennsylvania,2005,total,14658,11592,1979,21691,22929,2859793,5.12554579999322,534.415195242266,91.2359964962427,7.58481470512027,8.01771317014903,4.6109441097303,7.07624376418045,7.91894591255821
42,Pennsylvania,2005,white,6637,5438,725,8753,,2174427,3.05229837561804,621.272706500628,82.828744430481,4.02542830823937,,2.73858076482777,3.83959968689222,0
42,Pennsylvania,2005,black,6117,4793,997,10164,,403652,15.1541426773557,471.566312475403,98.0913026367572,25.1801056355475,,13.6878660396441,22.8726443862689,0
42,Pennsylvania,2005,aapi,73,41,18,106,,75344,0.968889360798471,386.792452830189,169.811320754717,1.40688044170737,,1.0152911382117,1.38379246103098,0
42,Pennsylvania,2005,aian,23,18,1,30,,5160,4.45736434108527,600,33.3333333333333,5.81395348837209,,3.94366600949925,5.80188757418918,0
42,Pennsylvania,2005,hispanic,1270,934,186,1885,,201210,6.31181352815467,495.490716180371,98.6737400530504,9.36832165399334,,6.01339312641739,9.18976242246397,0
44,Rhode Island,2005,total,1561,1136,222,2509,8583,241932,6.45222624539127,452.770027899562,88.4814667198087,10.3706826711638,35.4769108675165,5.6178571104184,8.99632009382157,35.0081506953777
44,Rhode Island,2005,white,812,637,127,1299,4772,170822,4.75348608493051,490.377213240955,97.7675134719015,7.6044069265083,27.9355118193207,4.20557848145026,6.37249773267716,27.9484665079451
44,Rhode Island,2005,black,244,158,42,442,1065,19427,12.5598393987749,357.466063348416,95.0226244343891,22.7518402223709,54.8206104905544,10.9093891559474,19.6924678686722,54.0500893847503
44,Rhode Island,2005,aapi,40,19,5,51,131,7877,5.07807540941983,372.549019607843,98.0392156862745,6.47454614701028,16.6306969658499,4.80778577652108,5.25241212792807,16.2813161848865
44,Rhode Island,2005,aian,15,1,0,39,57,1842,8.14332247557003,25.6410256410256,0,21.1726384364821,30.9446254071661,6.93065384713283,22.903368909959,31.4280841086513
44,Rhode Island,2005,hispanic,338,234,40,503,1671,41964,8.0545229244114,465.208747514911,79.5228628230616,11.9864645886951,39.8198455819274,7.12830550825196,11.1458971988509,39.0002885969257
45,South Carolina,2005,total,3234,2662,409,4757,34745,1036941,3.11878882212199,559.596384275804,85.9785579146521,4.58753198108668,33.5072101498542,2.75732617799766,4.57822569343408,32.8556590353832
45,South Carolina,2005,white,1528,1293,168,2024,17815,602994,2.53402189739865,638.833992094862,83.00395256917,3.35658397927674,29.5442409045529,2.28779725058682,3.35662968415597,28.9419664807696
45,South Carolina,2005,black,1325,1118,218,2300,13842,364731,3.63281432069114,486.086956521739,94.7826086956522,6.30601731138839,37.9512572279296,3.23374734507987,6.22530320282137,37.6791279698136
45,South Carolina,2005,aapi,7,4,1,12,69,13093,0.534636828839838,333.333333333333,83.3333333333333,0.916520278011151,5.26999159856412,0.484009924676896,0.983366299011105,5.08592787200626
45,South Carolina,2005,aian,3,3,1,6,56,4266,0.70323488045007,500,166.666666666667,1.40646976090014,13.1270511017346,0.687229777802852,1.39876702127943,13.7381707024012
45,South Carolina,2005,hispanic,200,128,17,182,1062,51857,3.85675993597779,703.296703296703,93.4065934065934,3.50965154173978,20.479395260042,3.19867861902372,3.46284894775255,19.4185580449917
46,South Dakota,2005,total,1368,946,234,1704,6924,196476,6.9626824650339,555.164319248826,137.323943661972,8.67281500030538,35.2409454589874,6.2727156786506,8.56535799473178,33.7600997457276
46,South Dakota,2005,white,438,335,45,561,2918,154911,2.82742994364506,597.147950089127,80.2139037433155,3.62143424288785,18.8366223186217,2.5982189502863,3.575752654514,18.6690370952683
46,South Dakota,2005,black,46,28,2,38,198,3950,11.6455696202532,736.842105263158,52.6315789473684,9.62025316455696,50.126582278481,9.94155196290989,9.10828021396667,47.1613975048988
46,South Dakota,2005,aapi,4,4,3,0,22,1920,2.08333333333333,Inf,Inf,0,11.4583333333333,1.95618786151933,0,11.2508075883013
46,South Dakota,2005,aian,710,473,160,886,2562,28258,25.1256281407035,533.860045146727,180.58690744921,31.3539528629061,90.6645905584259,22.5264921199745,31.0045427627327,87.4112452512862
46,South Dakota,2005,hispanic,97,71,15,121,284,7437,13.0428936399086,586.776859504132,123.96694214876,16.2700013446282,38.1874411725158,10.4146982246292,17.5734691474776,36.4436464710651
47,Tennessee,2005,total,7056,5493,928,9017,76820,1449326,4.86846989566185,609.182654985028,102.916712875679,6.22151262034905,53.0039480420554,4.49303913570594,6.0797696591946,52.05277736482
47,Tennessee,2005,white,4539,3445,565,5458,46291,1037353,4.37555971785882,631.183583730304,103.517772077684,5.26146837190426,44.6241539765152,4.05195416740955,5.12596733781181,44.5846006966274
47,Tennessee,2005,black,1860,1553,317,2812,17947,314707,5.91025938412555,552.275960170697,112.731152204836,8.93529536997906,57.0276479391943,5.39185541818072,8.65674138942773,57.1690567294071
47,Tennessee,2005,aapi,13,16,1,16,241,21855,0.594829558453443,1000,62.5,0.732097918096546,11.0272248913292,0.622424508763198,0.778833656745901,10.925952093059
47,Tennessee,2005,aian,6,9,0,6,90,3753,1.59872102318145,1500,0,1.59872102318145,23.9808153477218,1.2686704361976,1.6009607403699,26.4238067691385
47,Tennessee,2005,hispanic,299,243,26,333,2127,71658,4.17259761645594,729.72972972973,78.0780780780781,4.64707359959809,29.6826592983338,4.47735987786705,4.99109196319592,28.6835853291532
48,Texas,2005,total,16933,10426,1509,28883,240341,6290970,2.69163578907545,360.97358307655,52.24526538102,4.59118387148564,38.2041243242298,2.22642821670104,4.55527713562809,37.480663175383
48,Texas,2005,white,5670,3494,520,9363,84612,2453946,2.31056429114577,373.170992203354,55.5377549930578,3.81548738236294,34.4799763319975,1.97785375318959,3.81492950609332,34.4883256353953
48,Texas,2005,black,3569,2260,401,6795,41329,789627,4.51985557738021,332.597498160412,59.0139808682855,8.60532884513827,52.3399022576482,3.78939884321995,8.64940235445924,52.4487183706093
48,Texas,2005,aapi,51,36,5,67,1251,202056,0.252405273785485,537.313432835821,74.6268656716418,0.331591242031912,6.19135289226749,0.218843623403825,0.339653331170268,6.07406385884055
48,Texas,2005,aian,20,19,8,42,233,20488,0.976181179226865,452.380952380953,190.47619047619,2.04998047637642,11.372510737993,0.879918567264044,2.09713405939381,11.6188309076418
48,Texas,2005,hispanic,6808,4160,545,11389,101249,2824853,2.41003691165523,365.264729124594,47.8531916761788,4.03171421663357,35.8422190464424,1.95633675139554,3.9675562744213,34.6176226879445
49,Utah,2005,total,2215,1616,364,2285,28493,767888,2.88453524472319,707.221006564551,159.299781181619,2.97569437209593,37.1056716604505,2.64860689445514,2.93495201766191,36.5122474179879
49,Utah,2005,white,1354,996,250,1452,19693,619720,2.18485767766088,685.950413223141,172.176308539945,2.34299361001743,31.7772542438521,2.02014015513312,2.28530900219948,31.42569087184
49,Utah,2005,black,101,70,18,108,830,11088,9.10894660894661,648.148148148148,166.666666666667,9.74025974025974,74.8556998556999,9.08001233185859,10.6906360575031,73.2263728478982
49,Utah,2005,aapi,48,42,7,39,653,21366,2.2465599550688,1076.92307692308,179.487179487179,1.8253299634934,30.5625760554151,2.15553102460148,1.71580853237864,30.3582482272704
49,Utah,2005,aian,73,36,17,130,529,10259,7.11570328492056,276.923076923077,130.769230769231,12.6718003704065,51.5644799688079,7.12808689097171,11.1022871465002,52.3041547045441
49,Utah,2005,hispanic,587,440,66,515,5791,105455,5.56635531743398,854.368932038835,128.155339805825,4.88359963965673,54.9144184723342,4.90987012828537,5.07844372163992,53.2266039044667
50,Vermont,2005,total,770,602,112,1436,2710,138933,5.5422397846444,419.220055710306,77.9944289693593,10.3359173126615,19.5058049563459,4.99585135180162,9.62277134956807,19.8762415980037
50,Vermont,2005,white,728,572,110,1364,2547,131406,5.54008188362784,419.354838709677,80.6451612903226,10.3800435292148,19.38267659011,4.9992455945272,9.64452549384216,19.7805563978648
50,Vermont,2005,black,18,11,0,39,23,2363,7.61743546339399,282.051282051282,0,16.5044435040203,9.73338975878121,7.5517194084575,17.6767924188382,9.98715142315137
50,Vermont,2005,aapi,2,3,1,1,6,2000,1,3000,1000,0.5,3,1.21461390466865,0.558050937052018,3.16433462064622
50,Vermont,2005,aian,0,0,0,3,2,704,0,0,0,4.26136363636364,2.84090909090909,0,4.19573454936158,3.85482267416778
50,Vermont,2005,hispanic,13,8,1,14,16,2460,5.28455284552846,571.428571428571,71.4285714285714,5.69105691056911,6.50406504065041,4.848102793621,5.8673547010816,6.67088729167623
51,Virginia,2005,total,3518,2362,898,7022,52678,1816270,1.93693668892841,336.371404158359,127.883793790943,3.86616527278433,29.0033970720212,1.77846038222307,3.78394155078181,27.7601751401426
51,Virginia,2005,white,1733,1175,387,3166,25550,1137828,1.52307730166598,371.130764371447,122.236260265319,2.78249436645961,22.4550635069624,1.4260205064422,2.73000864582368,21.6089441420111
51,Virginia,2005,black,1313,858,438,2968,17904,424330,3.09428982160111,289.083557951482,147.574123989218,6.99455612377159,42.1935757547192,2.78539917244262,6.64290110910798,40.8816687916912
51,Virginia,2005,aapi,18,8,3,25,536,94826,0.18982135701179,320,120,0.263640773627486,5.6524581865733,0.163701533574578,0.27357989500185,5.48464588504252
51,Virginia,2005,aian,2,1,2,3,20,5183,0.38587690526722,333.333333333333,666.666666666667,0.57881535790083,3.8587690526722,0.335650158759885,0.499974805170458,4.03833966971185
51,Virginia,2005,hispanic,248,171,39,429,4404,154103,1.60931325152658,398.601398601399,90.9090909090909,2.78385235848751,28.5782885472703,1.55537392017572,2.95300512866357,27.2139244375099
53,Washington,2005,total,7004,5293,458,10068,42157,1523890,4.59613226676466,525.725069527215,45.4906634882797,6.60677607963829,27.6640702412904,3.86747651181743,6.58583118829708,27.2706364451947
53,Washington,2005,white,4135,3177,248,5627,27214,1063372,3.88857333087574,564.599253598721,44.0732184112316,5.29165710588581,25.5921728238095,3.37533603841905,5.37308504207639,25.6318003342605
53,Washington,2005,black,471,431,46,1044,3276,83302,5.65412595135771,412.835249042146,44.0613026819923,12.5327122998247,39.3267868718638,4.72274771825182,12.4387832173769,38.3494487224248
53,Washington,2005,aapi,108,79,2,128,937,113853,0.948591604964296,617.1875,15.625,1.12425671699472,8.22991049862542,0.819164307353898,1.11559185967609,8.06013389447866
53,Washington,2005,aian,472,324,67,850,2434,31489,14.9893613642859,381.176470588235,78.8235294117647,26.9935533043285,77.296833814983,12.0824109003666,27.0845912846471,77.6696400071016
53,Washington,2005,hispanic,1010,770,51,1390,6212,231874,4.35581393342936,553.956834532374,36.6906474820144,5.99463501729388,26.790412034122,3.61233094207095,5.82094768236691,25.5380254694742
54,West Virginia,2005,total,2846,1701,297,4629,40058,390431,7.28938019778143,367.465975372651,64.1607258587168,11.8561282275229,102.59943498339,6.64197415737298,10.6243906437511,88.0571001207897
54,West Virginia,2005,white,2408,1445,269,3892,30757,363874,6.61767534915933,371.274409044193,69.1161356628983,10.6960101573622,84.5265119244574,6.06857412588376,9.54389755875231,75.6807099267318
54,West Virginia,2005,black,190,119,11,322,1333,17492,10.862108392408,369.565217391304,34.1614906832298,18.4084152755545,76.2062657214727,9.88590780955644,16.6066285150616,63.6709187979847
54,West Virginia,2005,aapi,1,0,0,1,63,2704,0.369822485207101,0,0,0.369822485207101,23.2988165680473,0.450733449157399,0.423984013829855,20.7716452465965
54,West Virginia,2005,aian,4,1,0,2,7,661,6.05143721633888,500,0,3.02571860816944,10.590015128593,5.33334389513911,4.77476289335918,11.7872377334942
54,West Virginia,2005,hispanic,50,17,3,83,295,5700,8.7719298245614,204.819277108434,36.144578313253,14.5614035087719,51.7543859649123,8.09851438993061,14.0967720298573,46.5059456140415
55,Wisconsin,2005,total,5830,4839,594,8076,34303,1349866,4.31894721401976,599.182763744428,73.5512630014859,5.98281607211383,25.4121520210154,3.98678752956965,5.81601292198055,24.682280507986
55,Wisconsin,2005,white,3091,2517,309,3516,17106,1056960,2.92442476536482,715.870307167236,87.8839590443686,3.32652134423252,16.1841507720254,2.72751886773921,3.23006571595435,16.0266438278861
55,Wisconsin,2005,black,1659,1508,213,3135,7725,129498,12.8110086642265,481.020733652313,67.9425837320574,24.2088680906269,59.6534309410184,11.6060428550369,23.5877276890699,58.9653883361177
55,Wisconsin,2005,aapi,91,66,4,91,471,41901,2.17178587623207,725.274725274725,43.956043956044,2.17178587623207,11.2407818429154,2.04419285766751,2.13130697138175,11.0937455518417
55,Wisconsin,2005,aian,234,122,21,315,871,16869,13.8715987906811,387.301587301587,66.6666666666667,18.6733060643784,51.6331732764242,12.1026038649918,17.9739343598708,51.3230680978962
55,Wisconsin,2005,hispanic,463,410,29,609,2401,104638,4.42477876106195,673.234811165846,47.6190476190476,5.82006536822187,22.9457749574724,3.96874756095013,5.76982651914621,22.7000681756112
56,Wyoming,2005,total,1203,999,105,1177,3435,124022,9.69989195465321,848.768054375531,89.2098555649958,9.49025172953186,27.6966989727629,8.95644252462458,9.0766234893788,27.7320909931829
56,Wyoming,2005,white,926,809,79,917,2573,103619,8.93658498923943,882.224645583424,86.1504907306434,8.84972833167662,24.8313533232322,8.25135369777532,8.41639531083084,25.0399333663933
56,Wyoming,2005,black,38,17,2,52,80,1814,20.9481808158765,326.923076923077,38.4615384615385,28.6659316427784,44.1014332965821,21.8526320548961,31.7361667330773,45.9312055612904
56,Wyoming,2005,aapi,5,2,0,4,4,919,5.44069640914037,500,0,4.3525571273123,4.3525571273123,6.19074380889075,7.1232621896028,4.89624611409191
56,Wyoming,2005,aian,31,15,9,17,84,4244,7.30442978322338,882.352941176471,529.411764705882,4.00565504241282,19.7926484448633,6.9402962129681,3.71525455048222,20.3923695722545
56,Wyoming,2005,hispanic,126,106,6,131,290,13426,9.38477580813347,809.160305343512,45.8015267175573,9.75718754655147,21.5998808282437,9.01077326010316,9.88339224004318,20.6500892366983
1,Alabama,2006,total,3791,3142,331,7157,25714,1126798,3.36440071778615,439.010758697778,46.2484281123376,6.35162646721063,22.8204167916521,2.94938635176044,5.78412558816248,21.4082897411475
1,Alabama,2006,white,1989,1739,136,3569,8775,701467,2.83548620248707,487.251330905016,38.1059120201737,5.08790862577997,12.5094979521489,2.53184990804263,4.68894953221198,12.240730447015
1,Alabama,2006,black,1593,1266,184,3299,5076,357377,4.45747767763454,383.752652318885,55.7744771142771,9.2311480593323,14.2034881931406,3.87334225720747,8.22399003543914,13.9417579600473
1,Alabama,2006,aapi,1,2,0,2,17,12382,0.0807623970279438,1000,0,0.161524794055888,1.37296074947504,0.0792883792786258,0.177365715521536,1.37174179070016
1,Alabama,2006,aian,1,2,1,11,6,6658,0.150195253829979,181.818181818182,90.9090909090909,1.65214779212977,0.901171522979874,0.119247718574311,1.39343575822396,0.892606189364202
1,Alabama,2006,hispanic,139,100,3,168,737,48914,2.8417222063213,595.238095238095,17.8571428571429,3.43459950116531,15.0672609068978,2.09837083723492,3.2665621579047,13.3295178263205
2,Alaska,2006,total,897,609,88,1919,8100,185580,4.83349498868413,317.35278791037,45.8572173006774,10.340553939002,43.64694471387,4.18856624803809,10.1067810358524,42.2334814631939
2,Alaska,2006,white,220,155,23,526,3083,110720,1.98699421965318,294.67680608365,43.7262357414449,4.7507225433526,27.8450144508671,1.7231599388938,4.62055794456534,27.2218982763967
2,Alaska,2006,black,61,39,3,103,586,9605,6.35085892764185,378.640776699029,29.126213592233,10.7235814679854,61.0098906819365,5.46155927024916,10.9537472070281,57.4588075839179
2,Alaska,2006,aapi,28,10,0,30,262,11603,2.41316900801517,333.333333333333,0,2.58553822287339,22.5803671464276,2.10767805235485,2.70152566657222,21.5990990634448
2,Alaska,2006,aian,475,311,48,951,3465,39906,11.9029719841628,327.024185068349,50.4731861198738,23.8310028567133,86.829048263419,10.3992333568149,23.3644018688315,84.3820244451996
2,Alaska,2006,hispanic,36,27,4,87,269,13746,2.61894369271061,310.344827586207,45.9770114942529,6.32911392405063,19.5693292594209,2.26605937445921,5.99107279773187,19.207640346
4,Arizona,2006,total,7460,6189,993,9786,62222,1574867,4.73690794206749,632.434089515635,101.471489883507,6.21385805912499,39.5093680926707,4.04738633925438,5.93266290038958,39.2212229347547
4,Arizona,2006,white,3048,2559,394,4185,25348,723805,4.21107895082239,611.469534050179,94.1457586618877,5.78194403188704,35.0204820359075,3.67919690750459,5.51810424935787,34.9876663720706
